序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
18,空调水,蝶阀,DN100,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,91,684.955752212389,62330.9734513274,0.13,8103.026548672562,70433.99999999997,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
19,空调水,蝶阀,DN100,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,25,268.141592920354,6703.53982300885,0.13,871.4601769911505,7575.000000000001,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
20,空调水,蝶阀,DN125,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,18,875.221238938053,15753.982300884954,0.13,2048.0176991150443,17802,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
21,空调水,蝶阀,DN125,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,37,344.24778761062,12737.16814159294,0.13,1655.831858407082,14393.000000000022,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
22,空调水,蝶阀,DN150,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,135,942.477876106195,127234.51327433634,0.13,16540.486725663723,143775.00000000006,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
23,空调水,蝶阀,DN150,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,65,402.654867256637,26172.566371681405,0.13,3402.4336283185826,29574.99999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
24,空调水,蝶阀,DN200,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,8,1674.33628318584,13394.69026548672,0.13,1741.3097345132737,15135.999999999995,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
25,空调水,蝶阀,DN200,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,15,698.230088495575,10473.451327433626,0.13,1361.5486725663714,11834.999999999996,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
26,空调水,蝶阀,DN250,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,48,961.061946902655,46130.97345132744,0.13,5997.0265486725675,52128.00000000001,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
27,空调水,蝶阀,DN250,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,35,2199.11504424779,76969.02654867266,0.13,10005.973451327445,86975.0000000001,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
28,空调水,蝶阀,DN300,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,29,3089.38053097345,89592.03539823004,0.13,11646.964601769907,101238.99999999996,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
29,空调水,蝶阀,DN300,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,6,1230.08849557522,7380.530973451319,0.13,959.4690265486715,8339.99999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
30,空调水,蝶阀,DN350,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,7,5437.16814159292,38060.17699115044,0.13,4947.8230088495575,43007.99999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
31,空调水,蝶阀,DN350,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,1,3305.30973451327,3305.30973451327,0.13,429.69026548672514,3734.9999999999955,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
32,空调水,蝶阀,DN400,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,18,7207.96460176991,129743.36283185838,0.13,16866.63716814159,146609.99999999997,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
33,空调水,蝶阀,DN400,法兰,1.6Mpa,,铸铁,铸铁,不锈钢,EPDM,个,4,3681.41592920354,14725.66371681416,0.13,1914.336283185841,16640,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
34,空调水,蝶阀,DN450,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,1,8414.1592920354,8414.1592920354,0.13,1093.840707964602,9508.000000000002,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
35,空调水,蝶阀,DN500,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,6,10541.592920354,63249.557522124,0.13,8222.44247787612,71472.00000000012,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
36,空调水,蝶阀,DN600,法兰,2.5Mpa,,铸铁,铸铁,不锈钢,EPDM,个,8,15744.2477876106,125953.9823008848,0.13,16374.017699115026,142327.99999999983,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
37,空调水,止回阀,DN400,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,6,9767.25663716814,58603.53982300885,0.13,7618.460176991151,66222,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
38,空调水,止回阀,DN300,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,4,4330.97345132743,17323.89380530972,0.13,2252.1061946902637,19575.99999999998,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
39,空调水,止回阀,DN250,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,6,2807.96460176991,16847.78761061946,0.13,2190.2123893805297,19037.99999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
40,空调水,止回阀,DN250,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,4,2927.43362831858,11709.73451327432,0.13,1522.2654867256615,13231.999999999982,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
41,空调水,止回阀,DN200,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,4,1781.41592920354,7125.66371681416,0.13,926.3362831858408,8052,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
42,空调水,止回阀,DN200,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,1,1906.19469026549,1906.19469026549,0.13,247.8053097345137,2154.0000000000036,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
43,空调水,止回阀,DN150,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,27,1016.81415929204,27453.98230088508,0.13,3569.0176991150606,31023.000000000142,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
44,空调水,止回阀,DN150,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,14,1091.15044247788,15276.106194690321,0.13,1985.8938053097418,17262.000000000062,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
45,空调水,止回阀,DN125,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,17,824.778761061947,14021.238938053099,0.13,1822.7610619469028,15844.000000000002,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
46,空调水,止回阀,DN125,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,2,873.451327433628,1746.902654867256,0.13,227.09734513274327,1973.999999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
47,空调水,止回阀,DN100,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,4,740.70796460177,2962.83185840708,0.13,385.1681415929204,3348,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
48,空调水,止回阀,DN80,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,1,484.070796460177,484.070796460177,0.13,62.929203539823014,547,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
49,空调水,止回阀,DN65,法兰,2.5Mpa,,不锈钢,不锈钢,/,EPDM,个,1,413.274336283186,413.274336283186,0.13,53.72566371681418,467.0000000000002,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
50,空调水,止回阀,DN65,法兰,1.6Mpa,,不锈钢,不锈钢,/,EPDM,个,3,398.230088495575,1194.690265486725,0.13,155.30973451327424,1349.999999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
51,空调水,Y型过滤器,DN65,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,15,495.575221238938,7433.62831858407,0.13,966.3716814159292,8400,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
52,空调水,Y型过滤器,DN65,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,36,343.362831858407,12361.061946902651,0.13,1606.9380530973447,13967.999999999996,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
53,空调水,Y型过滤器,DN80,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,7,569.911504424779,3989.3805309734526,0.13,518.6194690265488,4508.000000000002,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
54,空调水,Y型过滤器,DN80,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,10,412.389380530973,4123.89380530973,0.13,536.1061946902649,4659.9999999999945,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
55,空调水,Y型过滤器,DN100,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,32,508.849557522124,16283.185840707967,0.13,2116.8141592920356,18400.000000000004,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
56,空调水,Y型过滤器,DN100,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,3,758.407079646018,2275.221238938054,0.13,295.778761061947,2571.000000000001,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
57,空调水,Y型过滤器,DN125,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,16,762.83185840708,12205.30973451328,0.13,1586.6902654867263,13792.000000000005,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
58,空调水,Y型过滤器,DN125,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,4,1018.58407079646,4074.33628318584,0.13,529.6637168141592,4603.999999999999,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
59,空调水,Y型过滤器,DN150,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,4,1055.75221238938,4223.00884955752,0.13,548.9911504424776,4771.999999999998,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
60,空调水,Y型过滤器,DN200,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,1,2386.72566371681,2386.72566371681,0.13,310.2743362831853,2696.999999999995,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
61,空调水,Y型过滤器,DN200,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,4,1888.49557522124,7553.98230088496,0.13,982.0176991150448,8536.000000000005,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
62,空调水,Y型过滤器,DN250,法兰,1.6Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,11,2620.35398230089,28823.89380530979,0.13,3747.1061946902732,32571.000000000065,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
63,空调水,Y型过滤器,DN250,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,10,3762.83185840708,37628.318584070796,0.13,4891.6814159292035,42520,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
64,空调水,Y型过滤器,DN300,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,25,4979.64601769912,124491.15044247801,0.13,16183.849557522142,140675.00000000015,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
65,空调水,Y型过滤器,DN400,法兰,2.5Mpa,,铸铁,铸铁,铸铁,滤网304不锈钢,个,4,17556.6371681416,70226.5486725664,0.13,9129.451327433631,79356.00000000003,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
66,空调水,安全阀,DN150,法兰,2.5Mpa,,碳钢,碳钢,碳钢,碳钢,个,6,4823.00884955752,28938.05309734512,0.13,3761.946902654866,32699.999999999985,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
67,空调水,安全阀,DN50,法兰,2.5Mpa,,碳钢,碳钢,碳钢,碳钢,个,3,853.097345132744,2559.2920353982317,0.13,332.70796460177013,2892.000000000002,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
68,给排水,闸阀,DN150,法兰,1.0MP,,铸铁,铸铁,不锈钢,EPDM,个,12,1338.93805309735,16067.256637168199,0.13,2088.743362831866,18156.000000000065,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
69,给排水,闸阀,DN100,法兰,1.0MP,,铸铁,铸铁,不锈钢,EPDM,个,14,827.433628318584,11584.070796460177,0.13,1505.929203539823,13090,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
70,给排水,闸阀,DN80,法兰,1.0MP,,铸铁,铸铁,不锈钢,EPDM,个,44,633.628318584071,27879.646017699128,0.13,3624.353982300887,31504.000000000015,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
71,给排水,闸阀,DN65,法兰,1.0MP,,铸铁,铸铁,不锈钢,EPDM,个,111,544.24778761062,60411.50442477882,0.13,7853.495575221246,68265.00000000006,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
72,给排水,闸阀,DN50,丝口,1.0MP,,黄铜,黄铜,黄铜,硬密封,个,4,195.575221238938,782.300884955752,0.13,101.69911504424778,883.9999999999998,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
73,给排水,闸阀,DN40,丝口,1.0MP,,黄铜,黄铜,黄铜,硬密封,个,34,132.743362831858,4513.2743362831725,0.13,586.7256637168124,5099.9999999999845,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
74,给排水,球形止回阀,DN100,法兰,1.0MP,,铸铁,铸铁,铸铁,EPDM,个,11,923.893805309735,10162.831858407084,0.13,1321.1681415929208,11484.000000000005,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
75,给排水,球形止回阀,DN80,法兰,1.0MP,,铸铁,铸铁,铸铁,EPDM,个,24,534.513274336283,12828.318584070792,0.13,1667.681415929203,14495.999999999995,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
76,给排水,球形止回阀,DN65,法兰,1.0MP,,铸铁,铸铁,铸铁,EPDM,个,111,438.938053097345,48722.12389380529,0.13,6333.876106194688,55055.99999999998,KIZZ,2025.12.4，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额80%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
