序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
22,空调水,截止阀,DN20,PN25A,2.5Mpa,青铜,青铜,青铜,青铜,青铜,个,283,57.522123893805315,16278.761061946903,0.13,2116.2389380530976,18395,KIZZ,黄铜阀盖、铸青铜阀瓣，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
23,空调水,截止阀,DN15,PN25A,2.5Mpa,青铜,青铜,青铜,青铜,青铜,个,2,52.21238938053098,104.42477876106196,0.13,13.575221238938054,118.00000000000001,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
24,空调水,球阀, DN20,SZA,3.0Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,1,48.67256637168142,48.67256637168142,0.13,6.327433628318585,55.00000000000001,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
25,空调水,球阀, DN25,SZA,2.5Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,16,80.53097345132744,1288.495575221239,0.13,167.5044247787611,1456.0000000000002,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
26,空调水,球阀, DN25,SZA,3.0Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,13,80.53097345132744,1046.9026548672568,0.13,136.09734513274338,1183.0000000000002,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
27,空调水,球阀, DN32,SZA,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,3,126.54867256637169,379.6460176991151,0.13,49.353982300884965,429.00000000000006,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
28,空调水,球阀, DN40,SZA,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,13,195.57522123893807,2542.477876106195,0.13,330.5221238938053,2873,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
29,空调水,球阀, DN50,SZA,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,4,311.50442477876106,1246.0176991150443,0.13,161.98230088495575,1408,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
30,空调水,球阀, DN50,SZA,3.0Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,10,311.50442477876106,3115.0442477876104,0.13,404.95575221238937,3520,KIZZ,黄铜阀体，黄铜镀铬阀球，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
31,空调水,自动排气阀,DN25,PN25BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,6,42.47787610619469,254.86725663716817,0.13,33.13274336283186,288,KIZZ,包铜钢浮波，不锈钢浮针，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
32,空调水,自动排气阀,DN25,PN25BSAV,2.5Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,10,115.92920353982302,1159.2920353982302,0.13,150.70796460176993,1310,KIZZ,包铜钢浮波，不锈钢浮针，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
33,空调水,自动排气阀,DN25,PN25BSAV,3.0Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,7,115.92920353982302,811.5044247787612,0.13,105.49557522123895,917.0000000000001,KIZZ,包铜钢浮波，不锈钢浮针，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
34,空调水,止回阀,DN50,PN25R,3.0Mpa,青铜,青铜,青铜,青铜,青铜,个,3,283.18584070796464,849.5575221238939,0.13,110.44247787610621,960.0000000000001,KIZZ,黄铜阀体及摆荡阀塞，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
35,空调水,止回阀,DN40,PN25R,2.5Mpa,青铜,青铜,青铜,青铜,青铜,个,1,177.8761061946903,177.8761061946903,0.13,23.123893805309738,201.00000000000003,KIZZ,黄铜阀体及摆荡阀塞，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
36,空调水,止回阀,DN25,PN25R,2.5Mpa,青铜,青铜,青铜,青铜,青铜,个,4,88.49557522123895,353.9823008849558,0.13,46.01769911504426,400.00000000000006,KIZZ,黄铜阀体及摆荡阀塞，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
37,空调水,止回阀,DN25,PN25R,3.0Mpa,青铜,青铜,青铜,青铜,青铜,个,3,88.49557522123895,265.48672566371687,0.13,34.513274336283196,300.00000000000006,KIZZ,黄铜阀体及摆荡阀塞，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
38,空调水,Y型过滤器,DN20,PN16YZ,1.6Mpa,黄铜,/,304不锈钢网,/,/,个,591,38.05309734513275,22489.380530973453,0.13,2923.619469026549,25413,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
39,空调水,Y型过滤器,DN20,PN25YE,2.5Mpa,青铜,/,304不锈钢网,/,/,个,134,67.2566371681416,9012.389380530974,0.13,1171.6106194690267,10184.000000000002,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
40,空调水,Y型过滤器,DN20,PN16YZ,1.6Mpa,黄铜,/,304不锈钢网,/,/,个,360,38.05309734513275,13699.11504424779,0.13,1780.8849557522128,15480.000000000004,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
41,空调水,Y型过滤器,DN25,PN25YE,2.5Mpa,青铜,/,304不锈钢网,/,/,个,5,118.58407079646018,592.9203539823009,0.13,77.07964601769912,670,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
42,空调水,Y型过滤器,DN25,PN25YE,3.0Mpa,青铜,/,304不锈钢网,/,/,个,8,118.58407079646018,948.6725663716815,0.13,123.32743362831859,1072,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
43,空调水,Y型过滤器,DN32,PN16YZ,1.6Mpa,黄铜,/,304不锈钢网,/,/,个,3,84.070796460177,252.21238938053096,0.13,32.78761061946903,285,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
44,空调水,Y型过滤器,DN40,PN25YE,2.5Mpa,青铜,/,304不锈钢网,/,/,个,1,219.4690265486726,219.4690265486726,0.13,28.530973451327437,248.00000000000003,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
45,空调水,Y型过滤器,DN40,PN16YZ,1.6Mpa,黄铜,/,304不锈钢网,/,/,个,13,112.38938053097347,1461.061946902655,0.13,189.93805309734518,1651.0000000000002,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
46,空调水,Y型过滤器,DN50,PN25YE,3.0Mpa,青铜,/,304不锈钢网,/,/,个,8,346.9026548672567,2775.2212389380534,0.13,360.77876106194697,3136.0000000000005,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
47,空调水,Y型过滤器,DN50,PN16YZ,1.6Mpa,黄铜,/,304不锈钢网,/,/,个,4,178.7610619469027,715.0442477876107,0.13,92.9557522123894,808.0000000000001,KIZZ,黄铜阀体，304号不锈钢笼网，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
48,空调水,浮球阀,DN40,PM25ZCA,2.5Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,1,355.7522123893806,355.7522123893806,0.13,46.247787610619476,402.00000000000006,KIZZ,黄铜，2025.10.9，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
