序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
28,给排水,膜片式减压阀,DN65,,,,,,,,个,3,610.62,1831.8600000000001,0.13,238.14180000000002,2070.0018,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
29,给排水,膜片式减压阀,IN80,,,,,,,,个,1,646.9,646.9,0.13,84.097,730.997,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
30,给排水,膜片式减压阀,DN150,,,,,,,,个,3,1076.11,3228.33,0.13,419.6829,3648.0128999999997,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
31,给排水,可调式减压阀,DN25,,,,,,,,个,1,116.81,116.81,0.13,15.185300000000002,131.99530000000001,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
32,给排水,可调式减压阀,UN32,,,,,,,,个,4,135.4,541.6,0.13,70.408,612.008,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
33,给排水,可调式减压阀,DN50,,,,,,,,个,25,334.51,8362.75,0.13,1087.1575,9449.9075,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
34,给排水,可调式减压阀,DN65,,,,,,,,个,8,610.62,4884.96,0.13,635.0448,5520.0048,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
35,给排水,真空破坏器,DN25,,1.6MPa,,,,,,个,12,46.02,552.24,0.13,71.7912,624.0312,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
36,给排水,自动排气阀,DN25,,1.6MPa,,,,,,个,13,28.32,368.16,0.13,47.860800000000005,416.0208,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
37,给排水,自动排气阀,DN20,,1.6MPa,,,,,,个,29,19.47,564.63,0.13,73.4019,638.0319,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
38,给排水,人防防护闸阀铜芯,DN150,,1.6mpa,,,,,,个,12,1197.35,14368.199999999999,0.13,1867.866,16236.065999999999,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
39,给排水,人防防护闸阀铜芯,DN100,,1.6mpa,,,,,,个,6,605.31,3631.8599999999997,0.13,472.1418,4104.0018,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
40,给排水,人防防护闸阀铜芯,DN80,,1.6mpa,,,,,,个,6,532.74,3196.44,0.13,415.53720000000004,3611.9772000000003,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
41,给排水,人防防护闸阀铜芯,DN50,,1.6mpa,,,,,,个,16,386.73,6187.68,0.13,804.3984,6992.0784,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
42,给排水,人防防护闸阀铜芯,DN32,,1.6mpa,,,,,,个,5,84.07,420.34999999999997,0.13,54.6455,474.9955,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
43,给排水,铜芯截止阀,DN25,,1.6MPa,,,,,,个,9,48.67,438.03000000000003,0.13,56.943900000000006,494.9739,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
44,给排水,人防止回阀,DN50,,1.0MPa,,,,,,个,5,128.32,641.5999999999999,0.13,83.40799999999999,725.0079999999999,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
45,给排水,真空破坏器人防,DN25,,1.6Mpa,,,,,,个,7,46.02,322.14000000000004,0.13,41.87820000000001,364.01820000000004,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
46,给排水,真空破坏器人防,DN32,,1.6Mpa,,,,,,个,1,88.5,88.5,0.13,11.505,100.005,沃尔芙,2025.1.20，（1）、无预付款；（2）、货到现场验收合格一个月内付至送货金额的 80%；（3）、工程竣工验收合格付至送货金额的90%；（4）、甲方与业主结算完成移交档案资料且通过档案验收后付至结算金额的 97%；（5）、留结算金额3%质保金，质保二年，质保期自工程竣工验收合格之日起计算(质保金无息支付)。
