序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
33,,蝶阀,法兰三偏心双向硬密封蝶阀DN450,,,,,,,,个,8,5251.87,42014.96,0.13,5461.9448,47476.9048,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
34,,蝶阀,法兰三偏心双向硬密封蝶阀DN400,,,,,,,,个,18,4388.2,78987.59999999999,0.13,10268.387999999999,89255.98799999998,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
35,,蝶阀,法兰三偏心双向硬密封蝶阀DN350,,,,,,,,个,16,3751.28,60020.48,0.13,7802.662400000001,67823.14240000001,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
36,,金属软接,法兰金属软接头DN450,,,,,,,,个,8,2527.21,20217.68,0.13,2628.2984,22845.9784,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
37,,金属软接,法兰金属软接头DN400,,,,,,,,个,20,2004.12,40082.399999999994,0.13,5210.7119999999995,45293.111999999994,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
38,,Y型过滤器,铸钢Y型过滤器DN450,,,,,,,,个,4,4740.99,18963.96,0.13,2465.3148,21429.2748,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
39,,Y型过滤器,铸钢Y型过滤器DN400,,,,,,,,个,10,3707.03,37070.3,0.13,4819.139,41889.439000000006,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
40,,止回阀,铸钢消声止回阀DN450,,,,,,,,个,2,4400.41,8800.82,0.13,1144.1066,9944.926599999999,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
41,,止回阀,铸钢消声止回阀DN400,,,,,,,,个,2,3252.92,6505.84,0.13,845.7592000000001,7351.599200000001,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
42,,自动排气阀,黄铜DN20,,,,,,,,个,12,53.73,644.76,0.13,83.8188,728.5788,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
43,,温度计,精度等级1.5级，量程范围0-60℃,,,,,,,,支,28,86.51,2422.28,0.13,314.8964,2737.1764000000003,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
44,,压力表,精度等级1.6级，量程范围0-0.6Mpa,,,,,,,,台,66,92.47,6103.0199999999995,0.13,793.3926,6896.4126,上海高中压,"2025.12.8；1、货到二个月内支付75%；
2、竣工支付至80%；
3、工程移交物业后支付至85%；
4、工程结算审计后支付至97%；
5、质保期结束后支付至100%。"
