3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-12,柜号：C01/AL/3~13/Z-2,型号：,15KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-13,柜号：C01/AL/3~13/Z-3,型号：,15KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-14,柜号：C01/AL/3~13/Z-4,型号：,15KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-15,柜号：C01/AL/3~13/Z-5,型号：,15KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-16,柜号：C01/AL/3~13/Z-6,型号：,15KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,11,,10714.77,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-28,柜号：C02/AL/3~6/Z-1,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,4,,3896.28,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-29,柜号：C02/AL/3~6/Z-2,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,4,,3896.28,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-30,柜号：C02/AL/3~6/Z-3,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,4,,3896.28,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-31,柜号：C02/AL/3~6/Z-4,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,4,,3896.28,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-32,柜号：C02/AL/3~6/Z-5,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1,交流微型隔离开关,EZ7SW 4P 63A,只,1,89.49,89.49,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
2,交流微型断路器,EZ7 6kA 1P C16A,只,5,11.99,59.95,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
3,交流微型断路器,EZ7 6kA 3P C16A,只,2,46.5,93,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
4,交流微型断路器,EZ7 6kA 2P C16A+ELE 30mA,只,2,87.14,174.28,施耐德电气,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
5,铜排,TMY,公斤,0.5,80,40,宁波金田,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
6,模数化终端配电箱,ACM 23 FNB,只,1,341.44,341.44,ABB,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
7,元器件小计,,,,,798.16,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
8,制造费、管理费、利润等,,,,,63.85,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
9,税金,,,,,112.06,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
10,单台合计,,,,,974.07,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
,总计,,台,4,,3896.28,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
1-33,柜号：C02/AL/3~6/Z-6,型号：,12KW,,,名称：,,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
序号,元件名称,型号规格,单位,数量,单   价,总   价,品牌,2025.3.27；货到现场60天支付送货金额70%，竣工验收合格后90天付至80%，结算完成付至95%，5%质保2年
