1-1,配电箱柜,T3-1ALs01,,,,,,备注
6,电源模块,AC24V 2A,1,只,0,0,只计取安装费,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
7,电源模块,DC24V 2A,2,只,0,0,只计取安装费,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
8,电源模块,DC24V 2A,1,只,0,0,只计取安装费,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
9,风机节能控制器,ECS-7000MF,1,只,0,0,只计取安装费,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
10,空调新风机组节能控制器,ECS-7000MKT,1,只,0,0,只计取安装费,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
11,热继电器,NXR-12 1.25-2A,1,只,28.3648794,28.3648794,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
12,热继电器,NXR-12 2.5-4A,1,只,28.3648794,28.3648794,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
13,热继电器,NXR-12 4-6A,1,只,28.3648794,28.3648794,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
14,热继电器,NXR-12 5.5-8A,2,只,28.3648794,56.7297588,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
15,微型断路器,NB5-63N 1P C16(R) AC230/400V,11,只,12.9393675,142.3330425,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
16,微型断路器,NB5-63N 3P D16(R) AC400V,5,只,48.0885255,240.4426275,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
17,塑壳断路器,NM5-250F TM 250 3P,1,只,390.81195,390.81195,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
18,漏电微型断路器,NB5LE-63Y 1P+N C16 30mA(R) AC230V,4,只,71.589861,286.359444,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
19,铜排,TMY-1*40*6,3,米,193.2461,579.7383,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
20,辅材,,1,套,1068.2,1068.2,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
21,工资,,1,套,1185.92,1185.92,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
22,柜体,800*2000*600,1,台,1387.8528,1387.8528,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
23,小计,,,,,6854.1602294,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
24,税管费企业利润及其他费用,,,,,1165.207238998,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
25,,,,,,,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
26,单台合计,,,,,8019,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
,总计,,1,台,,8019,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1-4,配电箱柜,T3-4ALz01,,,,备注,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
序号,名称,规格型号,数量,单位,单价(元),总价(元),品牌,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1,隔离开关,NH40-250/3,1,只,205.56294,205.56294,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
2,电气综合监控单元,YXSTU-1,1,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
3,浪涌保护器+后备保护器,UN80-T2-385-S/4P+ UN-SCB-T2-80/4P,1,组,823.825,823.825,上海建培,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
4,互感器,BH(SDH)-0.66 40Ⅱ 600/5A 0.5级,3,只,22.40804,67.22412,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
5,微型断路器,NB5-63N 3P C50(R) AC400V,1,只,59.1001425,59.1001425,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
6,微型断路器,NB5-63N 1P+N C40(R) AC230V,11,只,29.284587,322.130457,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
7,微型断路器,NB5-63N 1P C20(R) AC230/400V,1,只,12.9393675,12.9393675,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
8,漏电微型断路器,NB5LE-63Y 1P+N C16 30mA(R) AC230V,1,只,71.589861,71.589861,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
9,微型断路器,NB5-63N 1P+N C20(R) AC230V,1,只,24.989004,24.989004,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
10,单相电能表,/,12,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
11,铜排,TMY-1*25*3,3,米,60.386,181.158,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
12,辅材,,1,套,833.85,833.85,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
13,工资,,1,套,917.235,917.235,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
14,柜体,1000*1200*200,1,台,666.7136,666.7136,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
15,小计,,,,,4186.317492,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
16,税管费企业利润及其他费用,,,,,711.67397364,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
17,,,,,,,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
18,单台合计,,,,,4898,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
,总计,,1,台,,4898,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1-5,配电箱柜,T3-5ALz01,,,,备注,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
序号,名称,规格型号,数量,单位,单价(元),总价(元),品牌,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1,隔离开关,NH40-250/3,1,只,205.56294,205.56294,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
2,电气综合监控单元,YXSTU-1,1,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
3,浪涌保护器+后备保护器,UN80-T2-385-S/4P+ UN-SCB-T2-80/4P,1,组,823.825,823.825,上海建培,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
4,互感器,BH(SDH)-0.66 40Ⅱ 600/5A 0.5级,3,只,22.40804,67.22412,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
5,微型断路器,NB5-63N 1P+N C40(R) AC230V,14,只,29.284587,409.984218,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
6,微型断路器,NB5-63N 1P C20(R) AC230/400V,1,只,12.9393675,12.9393675,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
7,漏电微型断路器,NB5LE-63Y 1P+N C16 30mA(R) AC230V,1,只,71.589861,71.589861,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
8,微型断路器,NB5-63N 1P+N C20(R) AC230V,1,只,24.989004,24.989004,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
9,单相电能表,/,14,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
10,铜排,TMY-1*25*3,3,米,60.386,181.158,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
11,辅材,,1,套,921.05,921.05,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
12,工资,,1,套,1013.155,1013.155,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
13,柜体,1400*1200*200,1,台,904.8256,904.8256,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
14,小计,,,,,4636.3031105,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
15,税管费企业利润及其他费用,,,,,788.171528785,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
16,,,,,,,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
17,单台合计,,,,,5424,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
,总计,,1,台,,5424,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1-6,配电箱柜,T3-6ALz01,,,,备注,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
序号,名称,规格型号,数量,单位,单价(元),总价(元),品牌,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1,隔离开关,NH40-250/3,1,只,205.56294,205.56294,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
2,电气综合监控单元,YXSTU-1,1,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
3,浪涌保护器+后备保护器,UN80-T2-385-S/4P+ UN-SCB-T2-80/4P,1,组,823.825,823.825,上海建培,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
4,互感器,BH(SDH)-0.66 40Ⅱ 600/5A 0.5级,3,只,22.40804,67.22412,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
5,微型断路器,NB5-63N 1P+N C40(R) AC230V,14,只,29.284587,409.984218,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
6,微型断路器,NB5-63N 1P C20(R) AC230/400V,1,只,12.9393675,12.9393675,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
7,漏电微型断路器,NB5LE-63Y 1P+N C16 30mA(R) AC230V,1,只,71.589861,71.589861,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
8,微型断路器,NB5-63N 1P+N C20(R) AC230V,1,只,24.989004,24.989004,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
9,单相电能表,/,14,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
10,铜排,TMY-1*25*3,3,米,60.386,181.158,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
11,辅材,,1,套,921.05,921.05,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
12,工资,,1,套,1013.155,1013.155,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
13,柜体,1400*1200*200,1,台,904.8256,904.8256,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
14,小计,,,,,4636.3031105,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
15,税管费企业利润及其他费用,,,,,788.171528785,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
16,,,,,,,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
17,单台合计,,,,,5424,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
,总计,,1,台,,5424,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1-7,配电箱柜,T3-7ALz01,,,,备注,,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
序号,名称,规格型号,数量,单位,单价(元),总价(元),品牌,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
1,隔离开关,NH40-250/3,1,只,205.56294,205.56294,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
2,电气综合监控单元,YXSTU-1,1,只,0,0,甲供,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
3,浪涌保护器+后备保护器,UN80-T2-385-S/4P+ UN-SCB-T2-80/4P,1,组,823.825,823.825,上海建培,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
4,互感器,BH(SDH)-0.66 40Ⅱ 600/5A 0.5级,3,只,22.40804,67.22412,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
5,微型断路器,NB5-63N 1P+N C40(R) AC230V,14,只,29.284587,409.984218,正泰电器,2025.6.13；货到现场验收合格后2月付至到货金额70%，竣工验收付至到货金额80%，结算完成付至结算金额得95%，5%质保2年。
