序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
22,给排水,浮球阀, DN20（1.6MPa）,PN16CN,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,7,107.96460176991151,755.7522123893806,13%%,98.24778761061948,854.0000000000001,KIZZ,黄铜，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
23,给排水,浮球阀,DN40（1.0MPa）,PN16CN,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,8,154.86725663716817,1238.9380530973453,13%%,161.0619469026549,1400.0000000000002,KIZZ,黄铜，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
24,给排水,遥控信号阀,DN25（2.5MPa）,PN25SH,2.5Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,1,127.43362831858408,127.43362831858408,13%%,16.56637168141593,144,KIZZ,黄铜，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
25,给排水,球阀,DN25（2.5MPa）,UTK,2.5Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,1,84.95575221238938,84.95575221238938,13%%,11.04424778761062,96,KIZZ,一片式不锈钢球阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
26,给排水,Y型过滤器,DN50（1.0MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,3,330.08849557522126,990.2654867256638,13%%,128.7345132743363,1119,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
27,给排水,Y型过滤器, DN50（1.6MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,2,330.08849557522126,660.1769911504425,13%%,85.82300884955752,746,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
28,给排水,Y型过滤器,DN40（1.0MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,6,210.6194690265487,1263.7168141592922,13%%,164.283185840708,1428.0000000000002,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
29,给排水,Y型过滤器,DN40（1.6MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,7,210.6194690265487,1474.3362831858408,13%%,191.6637168141593,1666,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
30,给排水,Y型过滤器, DN32（1.6MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,3,170.79646017699116,512.3893805309735,13%%,66.61061946902656,579.0000000000001,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
31,给排水,Y型过滤器,DN25（1.0MPa）,PN16YE,1.6Mpa,青铜,不锈钢,青铜,青铜,青铜,个,6,93.80530973451329,562.8318584070797,13%%,73.16814159292036,636.0000000000001,KIZZ,青铜丝扣Y型过滤器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
32,给排水,止回阀,DN50（1.0MPa）,PN16R,1.6Mpa,青铜,青铜,青铜,青铜,青铜,个,13,335.3982300884956,4360.1769911504425,13%%,566.8230088495576,4927,KIZZ,青铜丝扣止回阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
33,给排水,止回阀, DN50（1.6MPa）,PN16R,1.6Mpa,青铜,青铜,青铜,青铜,青铜,个,5,335.3982300884956,1676.991150442478,13%%,218.00884955752215,1895.0000000000002,KIZZ,青铜丝扣止回阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
34,给排水,止回阀 ,DN25（1.0MPa）,PN16R,1.6Mpa,青铜,青铜,青铜,青铜,青铜,个,18,114.15929203539824,2054.8672566371683,13%%,267.1327433628319,2322,KIZZ,青铜丝扣止回阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
35,给排水,自动排气阀 ,DN25（1.6MPa）,PN16BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,2,47.78761061946903,95.57522123893806,13%%,12.424778761061948,108,KIZZ,黄铜丝扣自动排气阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
36,给排水,自动排气阀 , DN20（1.0MPa）,PN16BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,64,42.47787610619469,2718.5840707964603,13%%,353.41592920353986,3072,KIZZ,黄铜丝扣自动排气阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
37,给排水,自动排气阀 ,DN20（1.6MPa）,PN16BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,27,42.47787610619469,1146.9026548672566,13%%,149.09734513274336,1296,KIZZ,黄铜丝扣自动排气阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
38,给排水,自动排气阀 , DN15（1.0MPa）,PN16BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,10,39.823008849557525,398.2300884955753,13%%,51.76991150442479,450.00000000000006,KIZZ,黄铜丝扣自动排气阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
39,给排水,自动排气阀 , DN15（1.6MPa）,PN16BSAV,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,2,39.823008849557525,79.64601769911505,13%%,10.353982300884956,90,KIZZ,黄铜丝扣自动排气阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
40,给排水,可调式减压阀 ,DN40（1.0MPa）,PN16BSPR,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,4,392.03539823008856,1568.1415929203542,13%%,203.85840707964607,1772.0000000000002,KIZZ,黄铜丝扣可调式减压阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
41,给排水,可调式减压阀 ,DN40（1.6MPa）,PN16BSPR,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,5,392.03539823008856,1960.1769911504427,13%%,254.82300884955757,2215.0000000000005,KIZZ,黄铜丝扣可调式减压阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
42,给排水,可调式减压阀 ,DN25（1.0MPa）,PN16BSPR,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,199,179.64601769911505,35749.5575221239,13%%,4647.442477876107,40397.00000000001,KIZZ,黄铜丝扣可调式减压阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
43,给排水,可调式减压阀 ,DN25（1.6MPa）,PN16BSPR,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,63,179.64601769911505,11317.699115044248,13%%,1471.3008849557523,12789,KIZZ,黄铜丝扣可调式减压阀，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
44,给排水,倒流防止器,DN50（1.0MPa）,PN16BSBFP,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,1,583.1858407079646,583.1858407079646,13%%,75.81415929203541,659,KIZZ,黄铜丝扣倒流防止器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
45,给排水,倒流防止器, DN40（1.0MPa）,PN16BSBFP,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,5,429.2035398230089,2146.0176991150447,13%%,278.9823008849558,2425.0000000000005,KIZZ,黄铜丝扣倒流防止器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
46,给排水,倒流防止器,DN40（1.6MPa）,PN16BSBFP,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,7,429.2035398230089,3004.424778761062,13%%,390.57522123893807,3395,KIZZ,黄铜丝扣倒流防止器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
47,给排水,倒流防止器,DN50（1.0MPa）,PN16BSBFP,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,2,583.1858407079646,1166.3716814159293,13%%,151.62831858407083,1318,KIZZ,黄铜丝扣倒流防止器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
48,给排水,倒流防止器,DN25（1.0MPa）,PN16BSBFP,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,5,205.30973451327435,1026.5486725663718,13%%,133.45132743362834,1160.0000000000002,KIZZ,黄铜丝扣倒流防止器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
49,给排水,旋流防止器 ,DN32（1.0MPa）,PN16BSBFP,1.6Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,4,534.5132743362832,2138.0530973451328,13%%,277.94690265486724,2416,KIZZ,不锈钢丝扣连接，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
50,给排水,旋流防止器 ,DN25（1.6MPa）,PN16BSBFP,1.6Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,1,519.4690265486726,519.4690265486726,13%%,67.53097345132744,587,KIZZ,不锈钢丝扣连接，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
51,给排水,安全阀,DN80（1.6MPa）,PN16SC,1.6Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,4,6221.238938053098,24884.95575221239,13%%,3235.044247787611,28120,KIZZ,不锈钢法兰连接，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
52,给排水,安全阀, DN80（1.0MPa）,PN16SC,1.6Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,3,6221.238938053098,18663.716814159292,13%%,2426.283185840708,21090,KIZZ,不锈钢法兰连接，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
53,给排水,安全阀, DN50（1.0MPa）,PN16SC,1.6Mpa,不锈钢,不锈钢,不锈钢,不锈钢,不锈钢,个,6,4151.327433628319,24907.964601769916,13%%,3238.0353982300894,28146.000000000007,KIZZ,不锈钢法兰连接，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
54,给排水,真空破坏器,DN32（1.6MPa）,PN16BSVB,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,1,150.4424778761062,150.4424778761062,13%%,19.557522123893808,170.00000000000003,KIZZ,黄铜螺纹真空破坏器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
55,给排水,真空破坏器,DN32（1.0MPa）,PN16BSVB,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,1,150.4424778761062,150.4424778761062,13%%,19.557522123893808,170.00000000000003,KIZZ,黄铜螺纹真空破坏器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
56,给排水,真空破坏器,DN25（1.0MPa）,PN16BSVB,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,36,67.2566371681416,2421.2389380530976,13%%,314.7610619469027,2736.0000000000005,KIZZ,黄铜螺纹真空破坏器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
57,给排水,真空破坏器, DN25（1.6MPa）,PN16BSVB,1.6Mpa,黄铜,黄铜,黄铜,黄铜,黄铜,个,3,67.2566371681416,201.76991150442478,13%%,26.230088495575224,228,KIZZ,黄铜螺纹真空破坏器，2025.11.03，（支付方式包含但不限于商票，区块链等）货到现场2月付至到货金额75%，竣工验收合格后付至到货款的85%，结算完成支付至结算金额95%，5%质保金2年。
