序号,专业,项目名称,规格,型号,工作压力,材质,,,,,单位,数量,"单价（元）
不含税","合计（元）
不含税",税率,税额（元）,价税合计（元）,品牌,备注
49,给排水,对夹蝶阀,DN70,,,,,,,,个,44,115.04424778761063,5061.946902654868,0.13,658.0530973451329,5720.000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
50,给排水,蝶阀,DN125,,,,,,,,个,4,230.08849557522126,920.353982300885,0.13,119.64601769911506,1040,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
51,给排水,蝶阀,DN80,,,,,,,,个,40,150.4424778761062,6017.699115044248,0.13,782.3008849557523,6800,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
52,给排水,蝶阀,DN70,,,,,,,,个,2,115.04424778761063,230.08849557522126,0.13,29.911504424778766,260,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
53,给排水,蝶阀,DN150,,,,,,,,个,10,293.8053097345133,2938.0530973451328,0.13,381.94690265486724,3320,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
54,给排水,蝶阀,DN100,,,,,,,,个,2,221.23893805309737,442.47787610619474,0.13,57.52212389380532,500.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
55,给排水,止回阀,DN150,,,,,,,,个,3,569.9115044247789,1709.7345132743367,0.13,222.26548672566378,1932.0000000000005,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
56,给排水,对夹蝶阀,DN80,,,,,,,,个,4,150.4424778761062,601.7699115044248,0.13,78.23008849557523,680.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
57,给排水,对夹蝶阀,DN70,,,,,,,,个,4,115.04424778761063,460.1769911504425,0.13,59.82300884955753,520,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
58,给排水,防护阀,DN150,,,,,,,,个,4,980.5309734513276,3922.12389380531,0.13,509.87610619469035,4432.000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
59,给排水,防护阀,DN100,,,,,,,,个,4,520.353982300885,2081.41592920354,0.13,270.58407079646025,2352.0000000000005,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
60,给排水,防护阀,DN200,,,,,,,,个,3,1444.2477876106195,4332.743362831859,0.13,563.2566371681417,4896,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
61,给排水,防护阀,DN150,,,,,,,,个,2,980.5309734513276,1961.061946902655,0.13,254.93805309734518,2216.0000000000005,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
62,给排水,防护阀,DN65,,,,,,,,个,1,440.70796460176996,440.70796460176996,0.13,57.2920353982301,498.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
63,给排水,防护阀,DN80,,,,,,,,个,1,488.495575221239,488.495575221239,0.13,63.50442477876107,552.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
64,给排水,防护阀,DN100,,,,,,,,个,1,520.353982300885,520.353982300885,0.13,67.64601769911506,588.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
65,给排水,防污隔断阀,DN80,,,,,,,,个,3,1327.4336283185842,3982.3008849557527,0.13,517.6991150442478,4500.000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
66,给排水,过滤器,DN250,,,,,,,,个,13,1573.4513274336284,20454.867256637168,0.13,2659.132743362832,23114,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
67,给排水,过滤器,DN200,,,,,,,,个,4,952.212389380531,3808.849557522124,0.13,495.15044247787614,4304,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
68,给排水,过滤器,DN300,,,,,,,,个,8,2116.8141592920356,16934.513274336285,0.13,2201.486725663717,19136,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
69,给排水,过滤器,DN200,,,,,,,,个,3,952.212389380531,2856.637168141593,0.13,371.3628318584071,3228,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
70,给排水,过滤器,DN100,,,,,,,,个,1,398.2300884955753,398.2300884955753,0.13,51.76991150442479,450.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
71,给排水,过滤器,DN80,,,,,,,,个,20,265.4867256637168,5309.734513274336,0.13,690.2654867256637,5999.999999999999,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
72,给排水,过滤器,DN70,,,,,,,,个,20,221.23893805309737,4424.778761061947,0.13,575.2212389380531,5000,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
73,给排水,过滤器,DN150,,,,,,,,个,3,575.2212389380531,1725.6637168141594,0.13,224.33628318584073,1950.0000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
74,给排水,过滤器,DN80,,,,,,,,个,1,265.4867256637168,265.4867256637168,0.13,34.51327433628319,300,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
75,给排水,过滤器,DN100,,,,,,,,个,1,398.2300884955753,398.2300884955753,0.13,51.76991150442479,450.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
76,给排水,过滤器,DN80,,,,,,,,个,1,265.4867256637168,265.4867256637168,0.13,34.51327433628319,300,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
77,给排水,过滤器,DN70,,,,,,,,个,11,221.23893805309737,2433.628318584071,0.13,316.3716814159293,2750.0000000000005,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
78,给排水,过滤器,DN150,,,,,,,,个,3,575.2212389380531,1725.6637168141594,0.13,224.33628318584073,1950.0000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
79,给排水,过滤器,DN80,,,,,,,,个,2,265.4867256637168,530.9734513274336,0.13,69.02654867256638,600,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
80,给排水,过滤器,DN70,,,,,,,,个,2,221.23893805309737,442.47787610619474,0.13,57.52212389380532,500.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
81,给排水,过滤器,DN150,,,,,,,,个,3,575.2212389380531,1725.6637168141594,0.13,224.33628318584073,1950.0000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
82,给排水,过滤器,DN100,,,,,,,,个,1,398.2300884955753,398.2300884955753,0.13,51.76991150442479,450.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
83,给排水,过滤器,DN80,,,,,,,,个,3,265.4867256637168,796.4601769911504,0.13,103.53982300884957,900,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
84,给排水,过滤器,DN65,,,,,,,,个,44,221.23893805309737,9734.513274336285,0.13,1265.4867256637172,11000.000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
85,给排水,可调式支管减压阀,DN65,,,,,,,,个,1,2300.8849557522126,2300.8849557522126,0.13,299.11504424778764,2600,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
86,给排水,铜芯球墨铸铁闸阀,DN65,,,,,,,,个,3,440.70796460176996,1322.1238938053098,0.13,171.87610619469027,1494,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
87,给排水,铜芯球墨铸铁闸阀,DN65,,,,,,,,个,3,440.70796460176996,1322.1238938053098,0.13,171.87610619469027,1494,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
88,给排水,铜芯闸阀,DN65,,,,,,,,个,3,440.70796460176996,1322.1238938053098,0.13,171.87610619469027,1494,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
89,给排水,铜芯闸阀,DN80,,,,,,,,个,3,488.495575221239,1465.486725663717,0.13,190.51327433628322,1656.0000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
90,给排水,信号阀,DN65,,,,,,,,个,1,353.9823008849558,353.9823008849558,0.13,46.01769911504426,400.00000000000006,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
91,给排水,旋流防止器,DN100,,,,,,,,个,1,973.4513274336284,973.4513274336284,0.13,126.54867256637169,1100,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
92,给排水,闸阀,DN150,,,,,,,,个,16,767.2566371681417,12276.106194690266,0.13,1595.8938053097347,13872.000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
93,给排水,闸阀,DN100,,,,,,,,个,1,522.1238938053098,522.1238938053098,0.13,67.87610619469027,590,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
94,给排水,闸阀,DN80,,,,,,,,个,42,362.83185840707966,15238.938053097347,0.13,1981.061946902655,17220,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
95,给排水,闸阀,DN65,,,,,,,,个,36,256.63716814159295,9238.938053097347,0.13,1201.061946902655,10440.000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
96,给排水,闸阀,DN80,,,,,,,,个,7,362.83185840707966,2539.8230088495575,0.13,330.17699115044246,2870,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
97,给排水,闸阀,DN65,,,,,,,,,2,256.63716814159295,513.2743362831859,0.13,66.72566371681417,580.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
98,给排水,闸阀,DN150,,,,,,,,个,1,767.2566371681417,767.2566371681417,0.13,99.74336283185842,867.0000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
99,给排水,铸铁闸阀,DN100,,,,,,,,个,3,522.1238938053098,1566.3716814159293,0.13,203.62831858407083,1770,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
100,给排水,铸铁不锈钢芯闸阀,DN150,,,,,,,,个,7,980.5309734513276,6863.716814159293,0.13,892.2831858407081,7756.000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
101,给排水,铸铁不锈钢芯闸阀,DN100,,,,,,,,个,18,520.353982300885,9366.37168141593,0.13,1217.628318584071,10584.000000000002,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
102,给排水,铸铁不锈钢芯闸阀,DN80,,,,,,,,个,12,488.495575221239,5861.946902654868,0.13,762.0530973451329,6624.000000000001,良工,2025.4.21，货到现场验收合格后2个月支付至到货金额的70%，竣工验收合格后付至到货金额的80%，结算完成付至结算金额的97%，3%质保金2年
